varenummer;navn;poeng;konklusjon;date;url_aperitif
8044301;Rabl Grüner Veltliner 2018;82;En god og drikkevennlig gruner som tåler 3-4 år. Godt kjøp.;2018-årgang.                        Smakt  2. mars 2019;https://www.aperitif.no/pollisten/produkt/rabl-gruner-veltliner-2018/88675
8049601;Mas de Mas 2018;82;En god billigvin som tåler 2-3 år. Meget godt kjøp.;2016-årgang.                        Smakt 15. mars 2018;https://www.aperitif.no/pollisten/produkt/mas-de-mas-2018/75291
8052401;Cono Sur Bicicleta Syrah 2017;82;En lettdrikkelig vin for det neste året eller så. Meget godt kjøp. 82 p (2009) ;2009-årgang.                        Smakt 13. oktober 2010;https://www.aperitif.no/pollisten/produkt/cono-sur-bicicleta-syrah-2017/71656
8094301;Seifried Nelson Chardonnay;82;En litt eikepreget vin som er best innen 3 år. Verd prisen.;2015-årgang.                        Smakt 19. desember 2017;https://www.aperitif.no/pollisten/produkt/seifried-nelson-chardonnay/2096298
8110501;Ballageza Mustoasa de Maderat;82;En ok perlende vin som ikke er helt tørr. Innen 2 år. Verd prisen.;2016-årgang.                        Smakt 12. juni 2018;https://www.aperitif.no/pollisten/produkt/ballageza-mustoasa-de-maderat/2096338
8110601;Ballageza Rosu de Minis Cadarca;82;En litt rustikk vinstil men også holdbar. Tåler 4-5 år. Godt kjøp.;2015-årgang.                        Smakt 12. juni 2018;https://www.aperitif.no/pollisten/produkt/ballageza-rosu-de-minis-cadarca/2096339
8134801;Fonseca Terras Altas;82;En god billigvin som tåler 2-3 år. Godt kjøp.;2015-årgang.                        Smakt 19. desember 2017;https://www.aperitif.no/pollisten/produkt/fonseca-terras-altas/2096453
8140901;G. Reynolds Finissima Reserva Brut Nature;82;En tørr og frisk litt bitter fersk cava som tåler 2-3 år. Meget godt kjøp.;2017-årgang.                        Smakt  6. mai 2019;https://www.aperitif.no/pollisten/produkt/g-reynolds-finissima-reserva-brut-nature/2096475
11071601;Overhex Mensa Red;82;En ok litt jordlig rødvin som tåler 3-4 år. Godt kjøp.;2018-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/overhex-mensa-red/2203296
11144401;El Renegado Bobal 2017;82;En god billigvin som tåler 2-3 år. Godt kjøp.;2018-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/el-renegado-bobal-2017/2203094
11171501;Wildcard Shiraz Cabernet;82;En bløt og lettdrikkelig rødvin. Nå. Godt kjøp.;2017-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/wildcard-shiraz-cabernet/2203297
11225802;Crux Chablis 2018;82;En ok chablis i halvflaske. Nå. Vel verd prisen.;2018-årgang.                        Smakt 24. oktober 2019;https://www.aperitif.no/pollisten/produkt/crux-chablis-2018/2212801
11265401;Sangre de Toro 5,5°;82;En ganske klassisk rhonestil som er best innen 2 år- Godt kjøp.;2018-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/sangre-de-toro-5-5/2203324
11280001;Dorrance Cuvée Anais Chardonnay;82;Litt mye eik, sødme og alkohol. Verd prisen.;2017-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/dorrance-cuvee-anais-chardonnay/2203549
11210501;Riolanc Crianza 2015;82;En litt tørr og eiket vin. Nå.;2015-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/riolanc-crianza-2015/2203508
11210901;Mendieta Osaba Mendi 2018;82;En ok leskende rødvin. Innen 3 år. Verd prisen.;2018-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/mendieta-osaba-mendi-2018/2203507
11213801;Ch. du Mourre du Tendre Plan de Dieu Cuvée Jacques 2016;82;En litt tørr moden rhonevin. Nå.;2016-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/ch-du-mourre-du-tendre-plan-de-dieu-cuvee-jacques-2016/2203498
11215201;Masi Moxxé Pinot Grigio Ramato Brut 2018;82;En litt fersk men helt tørr spumante som tåler 2-3 år. Verd prisen.;2018-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/masi-moxxe-pinot-grigio-ramato-brut-2018/2203366
11382601;Dom. de la Baume les Mariés Sauvignon Blanc;82;En litt dropspreget sauvignon som tåler 2 år. Vel verd prisen.;2018-årgang.                        Smakt 16. september 2019;https://www.aperitif.no/pollisten/produkt/dom-de-la-baume-les-maries-sauvignon-blanc/2212500
11390001;Vigna 800 Cesolina Valpolicella Classico BIO 2017;82;En litt sødmefylt valpostil. Tåler 4-5 år. Godt kjøp.;2017-årgang.                        Smakt 16. september 2019;https://www.aperitif.no/pollisten/produkt/vigna-800-cesolina-valpolicella-classico-bio-2017/2212415
8152701;Reh Kendermann Vom Löss Pinot Blanc;82;En ok pinot gris som tåler 2-3 år. Godt kjøp.;2016-årgang.                        Smakt 15. januar 2018;https://www.aperitif.no/pollisten/produkt/reh-kendermann-vom-loss-pinot-blanc/2096505
9896001;Séminaire Côtes du Rhône 2018;82;En veldig fersk og litt uferdig vin. Innen et år. Vel verd prisen. (2011) ;2011-årgang.                        Smakt 23. august 2012;https://www.aperitif.no/pollisten/produkt/seminaire-cotes-du-rhone-2018/282952
9896201;Vinetti de Fiorini 2017;82;En sødmefylt men ok chianti som tåler 3-4 år. Godt kjøp.;2017-årgang.                        Smakt 16. september 2019;https://www.aperitif.no/pollisten/produkt/vinetti-de-fiorini-2017/282946
9907601;Noble Vines 667 Pinot Noir 2016;82;En litt fatpreget pinot. Nå. Verd prisen. (2012) ;2012-årgang.                        Smakt  6. januar 2014;https://www.aperitif.no/pollisten/produkt/noble-vines-667-pinot-noir-2016/315165
9908201;Duseigneur Lirac L'Astrolabe 2010;82;En vin som bør drikkes innen et år eller så. Verd prisen. (2010) ;2010-årgang.                        Smakt 11. september 2014;https://www.aperitif.no/pollisten/produkt/duseigneur-lirac-l-astrolabe-2010/315175
9422301;Charles Smith Boom Boom Syrah 2017;82;En litt sødmefylt og varm rødvin. Tåler 3-4 år. Verd prisen.;2016-årgang.                        Smakt 14. januar 2019;https://www.aperitif.no/pollisten/produkt/charles-smith-boom-boom-syrah-2017/313661
9422501;Charles Smith Velvet Devil Merlot 2016;82;En bløt og folkelig vinstil. Innen 2-3 år. Koster 129 kroner taxfree. Godt kjøp.;2016-årgang.                        Smakt 19. mars 2019;https://www.aperitif.no/pollisten/produkt/charles-smith-velvet-devil-merlot-2016/313685
10124201;Baron di Pauli Kalkofen 2016;82;En tørr og litt urtepreget vin som tåler 2-3 år. Verd prisen.;2016-årgang.                        Smakt  1. mai 2018;https://www.aperitif.no/pollisten/produkt/baron-di-pauli-kalkofen-2016/2120346
9280801;Le Contesse Treviso Prosecco Brut;82;En ok prosecco. Nå. Godt kjøp.;Smakt 17. juli 2018;https://www.aperitif.no/pollisten/produkt/le-contesse-treviso-prosecco-brut/1949671
9332201;Castello d'Albola Chianti Classico Riserva 2014;82;Litt vel bløt,  best nå. Verd prisen?;2010-årgang.                        Smakt  1. november 2015;https://www.aperitif.no/pollisten/produkt/castello-d-albola-chianti-classico-riserva-2014/313618
9347601;Casillero del Diablo Pinot Noir 2018;82;En god billigvin som tåler 2-3 år. Meget godt kjøp.;2017-årgang.                        Smakt 15. mars 2018;https://www.aperitif.no/pollisten/produkt/casillero-del-diablo-pinot-noir-2018/313593
10062401;Weinhaus Saar Riesling Trocken 2018;82;En ok ganske tørr vin som tåler 2-3 år. Godt kjøp.;2017-årgang.                        Smakt 26. april 2018;https://www.aperitif.no/pollisten/produkt/weinhaus-saar-riesling-trocken-2018/2119935
8020401;Comte de Ninot Crémant de Bourgogne Rosé Brut;82;En ganske god cremant som er best nå. Godt kjøp.;Smakt  3. mai 2016;https://www.aperitif.no/pollisten/produkt/comte-de-ninot-cremant-de-bourgogne-rose-brut/1949496
8033301;Vinologist Syrah 2017;82;En robust, men ok vin som tåler 3-4 år. Verd prisen.;2016-årgang.                        Smakt 19. desember 2017;https://www.aperitif.no/pollisten/produkt/vinologist-syrah-2017/2096206
8044301;Rabl Grüner Veltliner 2018;82;En god og drikkevennlig gruner som tåler 3-4 år. Godt kjøp.;2018-årgang.                        Smakt  2. mars 2019;https://www.aperitif.no/pollisten/produkt/rabl-gruner-veltliner-2018/88675
8049601;Mas de Mas 2018;82;En god billigvin som tåler 2-3 år. Meget godt kjøp.;2016-årgang.                        Smakt 15. mars 2018;https://www.aperitif.no/pollisten/produkt/mas-de-mas-2018/75291
8052401;Cono Sur Bicicleta Syrah 2017;82;En lettdrikkelig vin for det neste året eller så. Meget godt kjøp. 82 p (2009) ;2009-årgang.                        Smakt 13. oktober 2010;https://www.aperitif.no/pollisten/produkt/cono-sur-bicicleta-syrah-2017/71656
8094301;Seifried Nelson Chardonnay;82;En litt eikepreget vin som er best innen 3 år. Verd prisen.;2015-årgang.                        Smakt 19. desember 2017;https://www.aperitif.no/pollisten/produkt/seifried-nelson-chardonnay/2096298
8110501;Ballageza Mustoasa de Maderat;82;En ok perlende vin som ikke er helt tørr. Innen 2 år. Verd prisen.;2016-årgang.                        Smakt 12. juni 2018;https://www.aperitif.no/pollisten/produkt/ballageza-mustoasa-de-maderat/2096338
8110601;Ballageza Rosu de Minis Cadarca;82;En litt rustikk vinstil men også holdbar. Tåler 4-5 år. Godt kjøp.;2015-årgang.                        Smakt 12. juni 2018;https://www.aperitif.no/pollisten/produkt/ballageza-rosu-de-minis-cadarca/2096339
8134801;Fonseca Terras Altas;82;En god billigvin som tåler 2-3 år. Godt kjøp.;2015-årgang.                        Smakt 19. desember 2017;https://www.aperitif.no/pollisten/produkt/fonseca-terras-altas/2096453
8140901;G. Reynolds Finissima Reserva Brut Nature;82;En tørr og frisk litt bitter fersk cava som tåler 2-3 år. Meget godt kjøp.;2017-årgang.                        Smakt  6. mai 2019;https://www.aperitif.no/pollisten/produkt/g-reynolds-finissima-reserva-brut-nature/2096475
10353301;Ch. Plaisance 2006;82;En ok 12 år gammel bordeaux som holder noen år til. Trekk for finishen. Godt kjøp.;2006-årgang.                        Smakt 17. juli 2018;https://www.aperitif.no/pollisten/produkt/ch-plaisance-2006/2140339
10364001;Juan Simon Cartan Garnacha;82;En litt sødmefylt vin som tåler 2-3 år. Verd prisen.;2017-årgang.                        Smakt 15. september 2018;https://www.aperitif.no/pollisten/produkt/juan-simon-cartan-garnacha/2152025
10377606;Parsat Bordeaux Rosé;82;En ren og god poserose. Godt kjøp.;2017-årgang.                        Smakt 17. juli 2018;https://www.aperitif.no/pollisten/produkt/parsat-bordeaux-rose/2140300
10379101;Cave de Tain Première Note Syrah 2016;82;En litt tørr men ok vin som tåler 3-4 år. Verd prisen.;2016-årgang.                        Smakt 17. juli 2018;https://www.aperitif.no/pollisten/produkt/cave-de-tain-premiere-note-syrah-2016/2140353
10381101;Barkan Special Reserve Merlot;82;En litt moden varm vin. Tåler 3-4 år. Verd prisen.;2013-årgang.                        Smakt 28. juni 2018;https://www.aperitif.no/pollisten/produkt/barkan-special-reserve-merlot/2152590
10279101;Hipster Negromaro;82;En litt tørr og moden-sødmefylt vin som tåler 4-5 år .Verd prisen.;2017-årgang.                        Smakt 17. juli 2018;https://www.aperitif.no/pollisten/produkt/hipster-negromaro/2140404
10287301;TerraQuilia Falcorubens Col Fondo 2017;82;Pluss for underliggende frukt som vil komme fram. Trenger tid, men mest for naturvinelskeren akkurat nå. Tåler minst 5-6 år. Verd prisen.;2017-årgang.                        Smakt 15. september 2018;https://www.aperitif.no/pollisten/produkt/terraquilia-falcorubens-col-fondo-2017/2151779
10322501;Lady Laroze Saint-Emilion Grand Cru 2012;82;En ok 6 år gammel bordeaux som tåler 3-4 år. Verd prisen.;2012-årgang.                        Smakt 14. januar 2019;https://www.aperitif.no/pollisten/produkt/lady-laroze-saint-emilion-grand-cru-2012/2152551
10401101;Ch. du Trignon Côtes-du-Rhône;82;En grei rhonevin innen 2 år. Verd prisen.;2016-årgang.                        Smakt 14. januar 2019;https://www.aperitif.no/pollisten/produkt/ch-du-trignon-cotes-du-rhone/2152020
10259801;Castillo de Zalin Monastrell 2017;82;En god billigvin som er best nå. Godt kjøp.;2017-årgang.                        Smakt 30. august 2018;https://www.aperitif.no/pollisten/produkt/castillo-de-zalin-monastrell-2017/2140565
10259901;Fonciello Sidra Natural;82;Denne sideren skulle hatt noe som kunne balansert syren. Blit litt for enkel/lett, til tross for spennende aroma.;Smakt 30. august 2018;https://www.aperitif.no/pollisten/produkt/fonciello-sidra-natural/2140566
10062401;Weinhaus Saar Riesling Trocken 2018;82;En ok ganske tørr vin som tåler 2-3 år. Godt kjøp.;2017-årgang.                        Smakt 26. april 2018;https://www.aperitif.no/pollisten/produkt/weinhaus-saar-riesling-trocken-2018/2119935
7950601;Gassier Garrigues 2017;82;En fruktig, litt lett men god og saftig vin som er best nå. G0dt kjøp.;2016-årgang.                        Smakt 27. oktober 2017;https://www.aperitif.no/pollisten/produkt/gassier-garrigues-2017/2086066
7989501;Elgin Vintners Chardonnay 2018;82;En smaksrik litt eiket chardonnay med moden frukt. Tåler 3-4 år. Godt kjøp.;2018-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/elgin-vintners-chardonnay-2018/2096182
7995001;Ch. Saint Martin de la Garrigue Grès de Montpellier 2013;82;Alkoholen dominerer for mye et godt utgangspunkt. Tåler 5-6 år. Verd prisen.;2013-årgang.                        Smakt 15. mars 2018;https://www.aperitif.no/pollisten/produkt/ch-saint-martin-de-la-garrigue-gres-de-montpellier-2013/2106160
10721101;Lords MCC Rosé;82;En grei litt moden rose med mye skum. Nå. Verd prisen.;Smakt 25. april 2019;https://www.aperitif.no/pollisten/produkt/lords-mcc-rose/2184848
10760701;Mosaic Vinho Verde 2018;82;En fruktig og bløt vinho verde som tåler 2 år. Godt kjøp.;2018-årgang.                        Smakt  2. mars 2019;https://www.aperitif.no/pollisten/produkt/mosaic-vinho-verde-2018/2174828
10771801;Dom. La Hitaire Sauvignon;82;En lett og fruktig vin som  er best innen 2 år. Godt kjøp.;2018-årgang.                        Smakt 24. oktober 2019;https://www.aperitif.no/pollisten/produkt/dom-la-hitaire-sauvignon/2174859
10785001;Zusammenspiel Spätburgunder Blanc de Noir Vegan 2017;82;En rund og modenfruktig hvitvin som tåler 2 år. Godt kjøp.;2017-årgang.                        Smakt 27. juni 2019;https://www.aperitif.no/pollisten/produkt/zusammenspiel-spatburgunder-blanc-de-noir-vegan-2017/2174288
10789901;Barton & Guestier Bordeaux Rouge;82;En litt tørr men grei rødvin. Innen 3 år. Verd prisen.;2016-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/barton-guestier-bordeaux-rouge/2185487
10790001;Barton & Guestier Chablis Saint Louis;82;En ok chablis. Innen 2 år. Verd prisen.;2018-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/barton-guestier-chablis-saint-louis/2174905
10859501;Giorgi Oltrepò Pavese Pinot Nero 2018;82;En rund hvitvin med dempet syre, men pluss for god frukt. Innen 2 år. Godt kjøp.;2018-årgang.                        Smakt  6. mai 2019;https://www.aperitif.no/pollisten/produkt/giorgi-oltrepo-pavese-pinot-nero-2018/2184772
10859601;Settecani 7 bio Lambrusco Grasparossa di Castelvetro Secco;82;En smårustikk men ok lambrusco som tåler 4-5 år. Godt kjøp.;2018-årgang.                        Smakt 25. april 2019;https://www.aperitif.no/pollisten/produkt/settecani-7-bio-lambrusco-grasparossa-di-castelvetro-secco/2184774
10874401;Pedro del Castillo White Blend;82;En litt dempet vin som likevel har sin karakter. Tåler 3-4 år. Godt kjøp.;2017-årgang.                        Smakt  2. mars 2019;https://www.aperitif.no/pollisten/produkt/pedro-del-castillo-white-blend/2184812
10888301;Tramontino Lambrusco di Sorbara Rosato Frizzante 2018;82;En litt dropspreget lambrusco som trenger litt tid og som tåler 3-4 år. Godt kjøp.;2018-årgang.                        Smakt 25. april 2019;https://www.aperitif.no/pollisten/produkt/tramontino-lambrusco-di-sorbara-rosato-frizzante-2018/2184965
10902901;Recanati Jonathan White 2018;82;Mengler noe friskhet og eleganse. Tåler 4-5 år. Verd prisen.;2018-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/recanati-jonathan-white-2018/2185755
10906401;Ch. des Adouzes Faugères Le tigre;82;En litt eiket rødvin som tåler 4-5 år. Verd prisen.;2017-årgang.                        Smakt  2. mars 2019;https://www.aperitif.no/pollisten/produkt/ch-des-adouzes-faugeres-le-tigre/2184849
10907301;Hiruzta Txakolina Rosé 2018;82;En litt tørr og lett rose. Innen 1 år. Vel verd prisen.;2018-årgang.                        Smakt  2. mars 2019;https://www.aperitif.no/pollisten/produkt/hiruzta-txakolina-rose-2018/2184966
10907401;Camp Terre Siciliane 2018;82;En god billigvin i pet-flaske. Nå. Meget godt kjøp.;2018-årgang.                        Smakt 25. april 2019;https://www.aperitif.no/pollisten/produkt/camp-terre-siciliane-2018/2185772
10988801;The Wine System Viuranus 2018;82;En tørr litt fet men god billighvitvin. Innen 2 år. Meget godt kjøp.;2018-årgang.                        Smakt  6. mai 2019;https://www.aperitif.no/pollisten/produkt/the-wine-system-viuranus-2018/2185999
11003801;Cap Royal Bordeaux Blanc 2018;82;En litt fet/stofflig hvitvin som tåler 3-4 år. Verd prisen.;2018-årgang.                        Smakt  6. mai 2019;https://www.aperitif.no/pollisten/produkt/cap-royal-bordeaux-blanc-2018/2186080
11012501;Magula Carboniq 2018;82;En litt rustikk lett rødvin som tler 3-4 r. Verd prisen.;Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/magula-carboniq-2018/2203416
11018301;Bread & Butter Rosé;82;En sødmefylt og rund rose som tåler 2-3 år. Verd prisen.;2018-årgang.                        Smakt  6. mai 2019;https://www.aperitif.no/pollisten/produkt/bread-butter-rose/2194434
11019101;Glen Carlou Sauvignon Blanc 2018;82;En moden og bløt hvitvin som er best nå. Godt kjøp.;2018-årgang.                        Smakt 27. juni 2019;https://www.aperitif.no/pollisten/produkt/glen-carlou-sauvignon-blanc-2018/2194437
11037201;Torresanta I Filari Castel del Monte 2017;82;En litt søtlig men ok rødvin som tåler 2-3 år. Godt kjøp.;2017-årgang.                        Smakt 27. juni 2019;https://www.aperitif.no/pollisten/produkt/torresanta-i-filari-castel-del-monte-2017/2194449
11037302;Le Cidre de C. Drouin Brut de Normandie;82;I utgangspunktet en veldig deilig sider, bare synd den ikke har noe særlig lengde.;Smakt 27. juni 2019;https://www.aperitif.no/pollisten/produkt/le-cidre-de-c-drouin-brut-de-normandie/2194450
10924201;Tormaresca Calafuria;82;En litt søt og dropspreget  men fyldig rose som tåler 2-3 år. Verd prisen.;2018-årgang.                        Smakt  6. mai 2019;https://www.aperitif.no/pollisten/produkt/tormaresca-calafuria/2185824
10957801;Roberto Sarotto Langhe Rosato 2018;82;En aromatisk og lettdrikkelig rose. Nå. Got kjøp.;2018-årgang.                        Smakt  2. mars 2019;https://www.aperitif.no/pollisten/produkt/roberto-sarotto-langhe-rosato-2018/2184875
10962401;Lord Wolf Cabernet Sauvignon 2015;82;En ok moden spansk cabernet som tåler 2-3 år. Verd prisen.;2015-årgang.                        Smakt  6. mai 2019;https://www.aperitif.no/pollisten/produkt/lord-wolf-cabernet-sauvignon-2015/2185915
5700501;Santa Sofia Ripasso Valpolicella Superiore 2016;82;En ganske eiket ripasso. Tåler 4-5 år. Verd prisen.;2016-årgang.                        Smakt 14. januar 2019;https://www.aperitif.no/pollisten/produkt/santa-sofia-ripasso-valpolicella-superiore-2016/1949266
5727401;Mercedes Eguren Shiraz Tempranillo 2014;82;En litt for alkoholpreget og eiket vin. Best innen 3 år. Verd prisen.;2014-årgang.                        Smakt  7. mars 2017;https://www.aperitif.no/pollisten/produkt/mercedes-eguren-shiraz-tempranillo-2014/81343
6796301;Melini Governo Toscana 2015;82;En artig men litt søt vinstil. Tåler 3-4 år. Verd prisen.;2015-årgang.                        Smakt 17. juli 2018;https://www.aperitif.no/pollisten/produkt/melini-governo-toscana-2015/2041997
6799201;Maeli Colli Euganei Fior d'Arancio Moscato Giallo 2016;82;En enkel men ren og fruktig vin. Best nå. Godt kjøp.;2015-årgang.                        Smakt 26. september 2016;https://www.aperitif.no/pollisten/produkt/maeli-colli-euganei-fior-d-arancio-moscato-giallo-2016/2031341
6803801;Ch. Les Alberts 2015;82;En litt alkoholpreget bordeaux som tåler 5-6 år. Verd prisen.;2015-årgang.                        Smakt 26. september 2016;https://www.aperitif.no/pollisten/produkt/ch-les-alberts-2015/2031371
6820101;Cave de Clairmont Immanence Crozes-Hermitage 2012;82;En lett vin som er best innen 2 år. Verd prisen?;2012-årgang.                        Smakt 26. september 2016;https://www.aperitif.no/pollisten/produkt/cave-de-clairmont-immanence-crozes-hermitage-2012/2031438
6833401;Las Cepas La Cavera Garnacha 2017;82;En tørr og  litt søtlig rødvin. Tåler 2 år. Verd prisen.;2018-årgang.                        Smakt 31. oktober 2019;https://www.aperitif.no/pollisten/produkt/las-cepas-la-cavera-garnacha-2017/2031520
6842701;Dominio de Verderrubí 2015;82;En ok vin som er best nå. Verd prisen.;Smakt 27. oktober 2016;https://www.aperitif.no/pollisten/produkt/dominio-de-verderrubi-2015/2031549
3632601;Gérard Bertrand Réserve Spéciale 2017;82;En lettdrikkelig rødvin som tåler 2 år. Meget godt kjøp.;2017-årgang.                        Smakt  2. mars 2019;https://www.aperitif.no/pollisten/produkt/gerard-bertrand-reserve-speciale-2017/1979641
5971701;York Cabernet Merlot;82;En god og tørr rødvin som tåler 2-3 år. Vel verd prisen.;2016-årgang.                        Smakt 31. mai 2017;https://www.aperitif.no/pollisten/produkt/york-cabernet-merlot/2031141
5974601;Dom. Tariquet Chardonnay 2017;82;En rund og bløt hvitvin som er best innen 2 år. Meget godt kjøp.;2018-årgang.                        Smakt  6. mai 2019;https://www.aperitif.no/pollisten/produkt/dom-tariquet-chardonnay-2017/303149
5999801;Saint Clair Vicars Choice Pinot Noir 2017;82;En ok litt varm pinot som er best nå. Verd prisen.;2017-årgang.                        Smakt 14. januar 2019;https://www.aperitif.no/pollisten/produkt/saint-clair-vicars-choice-pinot-noir-2017/79619
11351501;Anciano Gran Reserva 10 Años 2007;82;En ok litt moden rødvin som tåler 2 år. Godt kjøp.;2007-årgang.                        Smakt 16. september 2019;https://www.aperitif.no/pollisten/produkt/anciano-gran-reserva-10-anos-2007/2212382
11144401;El Renegado Bobal 2017;82;En god billigvin som tåler 2-3 år. Godt kjøp.;2018-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/el-renegado-bobal-2017/2203094
11171501;Wildcard Shiraz Cabernet;82;En bløt og lettdrikkelig rødvin. Nå. Godt kjøp.;2017-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/wildcard-shiraz-cabernet/2203297
11210501;Riolanc Crianza 2015;82;En litt tørr og eiket vin. Nå.;2015-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/riolanc-crianza-2015/2203508
11210901;Mendieta Osaba Mendi 2018;82;En ok leskende rødvin. Innen 3 år. Verd prisen.;2018-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/mendieta-osaba-mendi-2018/2203507
11213801;Ch. du Mourre du Tendre Plan de Dieu Cuvée Jacques 2016;82;En litt tørr moden rhonevin. Nå.;2016-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/ch-du-mourre-du-tendre-plan-de-dieu-cuvee-jacques-2016/2203498
11215201;Masi Moxxé Pinot Grigio Ramato Brut 2018;82;En litt fersk men helt tørr spumante som tåler 2-3 år. Verd prisen.;2018-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/masi-moxxe-pinot-grigio-ramato-brut-2018/2203366
11225802;Crux Chablis 2018;82;En ok chablis i halvflaske. Nå. Vel verd prisen.;2018-årgang.                        Smakt 24. oktober 2019;https://www.aperitif.no/pollisten/produkt/crux-chablis-2018/2212801
11265401;Sangre de Toro 5,5°;82;En ganske klassisk rhonestil som er best innen 2 år- Godt kjøp.;2018-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/sangre-de-toro-5-5/2203324
11280001;Dorrance Cuvée Anais Chardonnay;82;Litt mye eik, sødme og alkohol. Verd prisen.;2017-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/dorrance-cuvee-anais-chardonnay/2203549
11382601;Dom. de la Baume les Mariés Sauvignon Blanc;82;En litt dropspreget sauvignon som tåler 2 år. Vel verd prisen.;2018-årgang.                        Smakt 16. september 2019;https://www.aperitif.no/pollisten/produkt/dom-de-la-baume-les-maries-sauvignon-blanc/2212500
11390001;Vigna 800 Cesolina Valpolicella Classico BIO 2017;82;En litt sødmefylt valpostil. Tåler 4-5 år. Godt kjøp.;2017-årgang.                        Smakt 16. september 2019;https://www.aperitif.no/pollisten/produkt/vigna-800-cesolina-valpolicella-classico-bio-2017/2212415
3387101;Feudo Monaci Primitivo 2017;81;Best nå.  (2005) ;2005-årgang.                        Smakt 26. oktober 2006;https://www.aperitif.no/pollisten/produkt/feudo-monaci-primitivo-2017/77307
3458201;Chivite Coleccion 125 Reserva 2012;81;En litt vel moden og syresvak vin som bør nytes nå. Verd prisen?;2012-årgang.                        Smakt  8. september 2017;https://www.aperitif.no/pollisten/produkt/chivite-coleccion-125-reserva-2012/80437
3468801;Zenato Valpolicella Classico Superiore 2017;81;En litt søtlig og smårustikk valpolicella som tåler 2-3 år. Verd prisen.;2017-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/zenato-valpolicella-classico-superiore-2017/79030
3058301;Dom. Tariquet Classic 2018;81;En rund og fruktig hvitvin som er best innen 2 år. Meget godt kjøp;2018-årgang.                        Smakt  6. mai 2019;https://www.aperitif.no/pollisten/produkt/dom-tariquet-classic-2018/84114
2866301;Mud House Sauvignon Blanc 2018;81;En ok litt bløt hvitvin som er best nå. Verd prisen.;2018-årgang.                        Smakt 14. januar 2019;https://www.aperitif.no/pollisten/produkt/mud-house-sauvignon-blanc-2018/1957762
2891001;Pierre Ponnelle Pinot Noir 2018;81;En god billig-pinot som tåler 2 år. Godt kjøp.;2017-årgang.                        Smakt 17. juli 2018;https://www.aperitif.no/pollisten/produkt/pierre-ponnelle-pinot-noir-2018/1957913
2160301;Astoria Corderíe Valdobbiadene Prosecco Superiore;81;En litt søt prosecco. Nå. Verd prisen.;Smakt 25. februar 2016;https://www.aperitif.no/pollisten/produkt/astoria-corderie-valdobbiadene-prosecco-superiore/1947684
2174201;Cono Sur Sauvignon Blanc 2016;81;En litt bløt og søt men ok vin. Nå. Verd prisen.;2015-årgang.                        Smakt 30. mai 2016;https://www.aperitif.no/pollisten/produkt/cono-sur-sauvignon-blanc-2016/1947725
2179401;Sierra Cantabria Rosado 2018;81;En litt jordlig rosestil. Nå. Verd prisen.;2018-årgang.                        Smakt  6. juli 2019;https://www.aperitif.no/pollisten/produkt/sierra-cantabria-rosado-2018/1947739
2238901;Reh Kendermann Riesling vom Kalkstein 2018;81;En fruktig ikke helt tørr og lett bitter riesling som tåler 2-3 år. Godt kjøp.;2018-årgang.                        Smakt 16. september 2019;https://www.aperitif.no/pollisten/produkt/reh-kendermann-riesling-vom-kalkstein-2018/1948106
1942301;Lykkebobler Brut Rosé;81;En god drikkevin. Best nå. Vel verd prisen.;Smakt  3. mai 2016;https://www.aperitif.no/pollisten/produkt/lykkebobler-brut-rose/352754
2013501;Cuvée Christer Berens Primitivo 2018;81;En ok vin som tåler 2 år. Godt kjøp.;2017-årgang.                        Smakt 12. juni 2018;https://www.aperitif.no/pollisten/produkt/cuvee-christer-berens-primitivo-2018/77277
